Country,State,District,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
India,Andhra Pradesh,Anantapur,"Agriculture Year (Jul - Jun), 2018",1913000.000,196978.000,151093.000,164796.000,5817.000,9252.000,43428.000,103888.000,356308.000,881440.000,925577.000,44137.000
India,Arunachal Pradesh,Siang,"Agriculture Year (Jul - Jun), 2016",27418.000,0.000,1891.000,1430.000,972.000,2235.000,2610.000,1819.000,1565.000,14896.000,16230.000,1334.000
India,Arunachal Pradesh,Leparada,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2016",653900.000,119303.000,81527.000,73003.000,5231.000,10544.000,4268.000,25987.000,59713.000,274324.000,381579.000,107255.000
India,Arunachal Pradesh,Shi Yomi,"Agriculture Year (Jul - Jun), 2018",,,,,,,,,,,,
India,Arunachal Pradesh,Lower Siang,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2017",36365.000,0.000,548.000,310.000,2109.000,5490.000,6322.000,11172.000,3140.000,7274.000,9581.000,2307.000
India,Andhra Pradesh,Prakasam,"Agriculture Year (Jul - Jun), 2015",1762600.000,459303.000,182956.000,153500.000,55858.000,3673.000,59429.000,166142.000,90390.000,591349.000,613988.000,22639.000
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2016",36353.000,0.000,548.000,310.000,2109.000,5515.000,6322.000,11192.000,3115.000,7242.000,9618.000,2376.000
India,Andhra Pradesh,West Godavari,"Agriculture Year (Jul - Jun), 2012",844333.746,114394.668,120879.970,41716.187,14669.292,8734.266,13989.500,9255.333,28628.532,492065.998,721410.317,229344.319
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Arunachal Pradesh,Papum Pare,"Agriculture Year (Jul - Jun), 2011",23370.000,0.000,1931.000,630.000,245.000,1001.000,2937.000,2326.000,2310.000,11990.000,15251.000,3261.000
India,Arunachal Pradesh,Pakke Kessang,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
India,Arunachal Pradesh,East Siang,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Arunachal Pradesh,Papum Pare,"Agriculture Year (Jul - Jun), 2017",27166.000,0.000,1744.000,630.000,245.000,873.000,2887.000,1937.000,2029.000,16821.000,20188.000,3367.000
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2016",,,,,,,,,,,,
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2015",30359.000,0.000,1458.000,759.000,741.000,1072.000,1693.000,1928.000,1281.000,21427.000,28321.000,6894.000
India,Arunachal Pradesh,Kamle,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Arunachal Pradesh,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2012",432772.000,0.000,22114.000,35526.000,15453.000,32068.000,47334.000,61359.000,32595.000,186323.000,245837.000,59514.000
India,Arunachal Pradesh,Tawang,"Agriculture Year (Jul - Jun), 2018",12818.000,0.000,597.000,725.000,391.000,1440.000,3156.000,1174.000,908.000,4427.000,6205.000,1778.000
India,Arunachal Pradesh,Leparada,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Arunachal Pradesh,East Kameng,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Andhra Pradesh,Spsr Nellore,"Agriculture Year (Jul - Jun), 2011",1307600.000,262787.000,258633.000,138159.000,70504.000,18562.000,96956.000,40814.000,44797.000,376388.000,448592.000,72204.000
India,Arunachal Pradesh,Changlang,"Agriculture Year (Jul - Jun), 2015",58374.000,0.000,3554.000,20174.000,1379.000,2882.000,1548.000,7697.000,2376.000,18764.000,24403.000,5639.000
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2012",1515100.000,452018.000,156747.000,152922.000,34246.000,30722.000,46621.000,123194.000,163707.000,354923.000,401092.000,46169.000
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2012",1185031.318,372675.136,152069.098,84275.575,23139.545,9735.711,18233.348,44038.200,28253.424,452611.280,727257.429,274646.149
India,Andhra Pradesh,Prakasam,"Agriculture Year (Jul - Jun), 2011",1762600.000,461983.000,180076.000,155488.000,56130.000,3717.000,63782.000,150726.000,83065.000,607633.000,636433.000,28800.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2013",872700.000,76186.000,194974.000,36757.000,10664.000,8840.000,23481.000,24249.000,29613.000,467936.000,728495.000,260559.000
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2015",1366872.851,502727.995,164556.265,88445.335,24245.699,6653.042,17821.129,53420.446,48284.809,460718.131,706619.540,245901.409
India,Arunachal Pradesh,Lower Siang,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
India,Arunachal Pradesh,Kurung Kumey,"Agriculture Year (Jul - Jun), 2015",6547.000,0.000,338.000,523.000,382.000,558.000,1924.000,668.000,1541.000,613.000,885.000,272.000
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2012",653900.000,119303.000,77678.000,73003.000,5231.000,10535.000,4243.000,23150.000,64058.000,276699.000,372619.000,95920.000
India,Arunachal Pradesh,Papum Pare,"Agriculture Year (Jul - Jun), 2018",24011.000,0.000,1744.000,630.000,245.000,873.000,2887.000,1907.000,2004.000,13721.000,20289.000,6568.000
India,Arunachal Pradesh,East Kameng,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Arunachal Pradesh,Dibang Valley,"Agriculture Year (Jul - Jun), 2018",10428.000,0.000,322.000,320.000,435.000,632.000,795.000,1538.000,1291.000,5095.000,6108.000,1013.000
India,Arunachal Pradesh,Kra Daadi,"Agriculture Year (Jul - Jun), 2018",6215.000,0.000,277.000,427.000,312.000,431.000,1524.000,397.000,1136.000,1711.000,2004.000,293.000
India,Arunachal Pradesh,Papum Pare,"Agriculture Year (Jul - Jun), 2015",27155.000,0.000,1744.000,630.000,245.000,898.000,2937.000,2057.000,2129.000,16515.000,18984.000,2469.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2017",872700.000,76186.000,155284.000,36757.000,10644.000,8780.000,21553.000,49865.000,37175.000,476456.000,649051.000,172595.000
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2014",653900.000,119303.000,77766.000,73003.000,5231.000,10535.000,4243.000,22139.000,74980.000,266700.000,372693.000,105993.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2018",872700.000,76186.000,155385.000,36757.000,10544.000,8778.000,21553.000,40011.000,27221.000,496265.000,660930.000,164665.000
India,Andhra Pradesh,West Godavari,"Agriculture Year (Jul - Jun), 2018",850665.000,132902.000,131864.000,40155.000,12005.000,7557.000,15681.000,27243.000,20825.000,462433.000,660422.000,197989.000
India,Andhra Pradesh,West Godavari,"Agriculture Year (Jul - Jun), 2017",850665.000,132902.000,131864.000,40155.000,12005.000,7557.000,15681.000,21330.000,33536.000,455635.000,696593.000,240958.000
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2011",1185031.318,372675.136,151389.210,84275.575,23139.545,9735.711,17834.348,45003.620,31764.436,449213.737,669951.863,220738.127
India,Arunachal Pradesh,Anjaw,"Agriculture Year (Jul - Jun), 2012",21404.000,0.000,673.000,676.000,1380.000,483.000,6870.000,2153.000,1402.000,7767.000,10233.000,2466.000
India,Andhra Pradesh,Anantapur,"Agriculture Year (Jul - Jun), 2014",1913000.000,196978.000,150140.000,166425.000,5848.000,9416.000,48533.000,86022.000,361243.000,888395.000,942309.000,53914.000
India,Arunachal Pradesh,Shi Yomi,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2016",30346.000,0.000,1458.000,759.000,741.000,1072.000,1643.000,1828.000,1156.000,21689.000,30014.000,8325.000
India,Andhra Pradesh,Srikakulam,"Agriculture Year (Jul - Jun), 2018",583700.000,68641.000,102541.000,48408.000,943.000,7458.000,610.000,15357.000,31870.000,307872.000,431719.000,123847.000
India,Arunachal Pradesh,Pakke Kessang,"Agriculture Year (Jul - Jun), 2018",,,,,,,,,,,,
India,Arunachal Pradesh,Shi Yomi,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2013",,,,,,,,,,,,
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2018",17507.000,0.000,972.000,506.000,494.000,690.000,1079.000,1135.000,729.000,11902.000,20099.000,8197.000
India,Andhra Pradesh,Kurnool,"Agriculture Year (Jul - Jun), 2018",1765800.000,340669.000,143951.000,127313.000,3178.000,1685.000,45099.000,75562.000,179100.000,849243.000,937278.000,88035.000
India,Arunachal Pradesh,Lower Siang,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Arunachal Pradesh,Kra Daadi,"Agriculture Year (Jul - Jun), 2017",6170.000,0.000,277.000,427.000,312.000,431.000,1524.000,427.000,1161.000,1611.000,1910.000,299.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2016",872700.000,76186.000,155238.000,36757.000,10662.000,8780.000,22635.000,30662.000,64493.000,467287.000,624319.000,157032.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2014",872700.000,76186.000,152614.000,36757.000,10664.000,8838.000,22581.000,25902.000,53521.000,485637.000,676999.000,191362.000
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2016",1139100.000,161941.000,178357.000,31612.000,16450.000,24180.000,26677.000,41437.000,102772.000,555674.000,703753.000,148079.000
India,Andhra Pradesh,Krishna,"Agriculture Year (Jul - Jun), 2011",872700.000,76186.000,150258.000,36757.000,10669.000,8901.000,25694.000,23475.000,30105.000,510655.000,726436.000,215781.000
India,Arunachal Pradesh,Kamle,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Andhra Pradesh,Visakhapatanam,"Agriculture Year (Jul - Jun), 2014",1116100.000,441166.000,109860.000,130405.000,2704.000,33427.000,9884.000,43286.000,65373.000,279995.000,362847.000,82852.000
India,Arunachal Pradesh,Papum Pare,"Agriculture Year (Jul - Jun), 2014",227946.000,200858.000,1744.000,630.000,245.000,898.000,2937.000,2057.000,2129.000,16448.000,20273.000,3825.000
India,Arunachal Pradesh,East Kameng,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2017",1139100.000,161941.000,178150.000,31612.000,14251.000,24180.000,24592.000,37599.000,71558.000,595217.000,769893.000,174676.000
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2016",20476.000,0.000,930.000,658.000,544.000,632.000,6256.000,1385.000,1208.000,8863.000,12062.000,3199.000
India,Arunachal Pradesh,Tawang,"Agriculture Year (Jul - Jun), 2013",169635.000,156548.000,656.000,725.000,391.000,1465.000,3206.000,1324.000,1033.000,4287.000,5594.000,1307.000
India,Arunachal Pradesh,Kurung Kumey,"Agriculture Year (Jul - Jun), 2013",,,,,,,,,,,,
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2017",20488.000,0.000,930.000,658.000,544.000,607.000,6256.000,1365.000,1233.000,8895.000,12178.000,3283.000
India,Arunachal Pradesh,East Siang,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2015",653900.000,119303.000,78081.000,73003.000,5231.000,10535.000,4243.000,23573.000,68254.000,271677.000,372175.000,100498.000
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2011",653900.000,119303.000,77609.000,73003.000,5231.000,10535.000,4243.000,23250.000,54170.000,286556.000,379235.000,92679.000
India,Arunachal Pradesh,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2018",86197.000,0.000,7008.000,5919.000,4080.000,7637.000,8931.000,12056.000,5504.000,35062.000,42382.000,7320.000
India,Andhra Pradesh,Anantapur,"Agriculture Year (Jul - Jun), 2016",1913000.000,196978.000,150140.000,165945.000,5848.000,9416.000,48533.000,86502.000,355588.000,894050.000,919510.000,25460.000
India,Arunachal Pradesh,Tirap,"Agriculture Year (Jul - Jun), 2016",29659.000,0.000,427.000,244.000,1663.000,4702.000,5153.000,9159.000,2431.000,5880.000,10410.000,4530.000
India,Arunachal Pradesh,East Siang,"Agriculture Year (Jul - Jun), 2016",,,,,,,,,,,,
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Andhra Pradesh,Spsr Nellore,"Agriculture Year (Jul - Jun), 2017",1307600.000,271899.000,313556.000,81808.000,34196.000,7529.000,80948.000,111954.000,57898.000,347812.000,360575.000,12763.000
India,Arunachal Pradesh,Changlang,"Agriculture Year (Jul - Jun), 2018",58830.000,0.000,3554.000,20174.000,1379.000,2857.000,1498.000,7547.000,2251.000,19570.000,25502.000,5932.000
India,Andhra Pradesh,Srikakulam,"Agriculture Year (Jul - Jun), 2017",583700.000,68641.000,102541.000,48408.000,943.000,7458.000,610.000,15178.000,33707.000,306214.000,450058.000,143844.000
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Arunachal Pradesh,Leparada,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2015",20477.000,0.000,930.000,658.000,544.000,632.000,6306.000,1485.000,1333.000,8589.000,11744.000,3155.000
India,Arunachal Pradesh,Kra Daadi,"Agriculture Year (Jul - Jun), 2013",,,,,,,,,,,,
India,Arunachal Pradesh,Upper Subansiri,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Arunachal Pradesh,Tirap,"Agriculture Year (Jul - Jun), 2017",30171.000,0.000,427.000,244.000,1663.000,4677.000,5153.000,9139.000,2456.000,6412.000,10636.000,4224.000
India,Arunachal Pradesh,Anjaw,"Agriculture Year (Jul - Jun), 2013",463214.000,441834.000,673.000,676.000,1380.000,483.000,6682.000,1897.000,1258.000,8331.000,10923.000,2592.000
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2017",30458.000,0.000,1458.000,759.000,741.000,1047.000,1643.000,1808.000,1181.000,21821.000,30600.000,8779.000
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2013",,,,,,,,,,,,
India,Andhra Pradesh,Y.S.R.,"Agriculture Year (Jul - Jun), 2013",1535900.000,500961.000,182076.000,221835.000,8957.000,6829.000,45819.000,83483.000,129052.000,356888.000,418871.000,61983.000
India,Arunachal Pradesh,East Siang,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Andhra Pradesh,Srikakulam,"Agriculture Year (Jul - Jun), 2013",583700.000,68641.000,102874.000,48408.000,942.000,7451.000,525.000,14718.000,38210.000,301931.000,414006.000,112075.000
India,Andhra Pradesh,Srikakulam,"Agriculture Year (Jul - Jun), 2011",583700.000,68641.000,101198.000,49687.000,942.000,7451.000,525.000,15117.000,21346.000,318793.000,428261.000,109468.000
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",,,,,,,,,,,,
India,Arunachal Pradesh,Unknown Districts Of India,"Agriculture Year (Jul - Jun), 2014",2496449.000,2227248.000,14845.000,12811.000,9836.000,20557.000,28821.000,33626.000,20723.000,127982.000,170704.000,42722.000
India,Arunachal Pradesh,Anjaw,"Agriculture Year (Jul - Jun), 2017",20883.000,0.000,673.000,676.000,1280.000,458.000,6310.000,1777.000,1158.000,8551.000,9037.000,486.000
India,Arunachal Pradesh,East Kameng,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Andhra Pradesh,West Godavari,"Agriculture Year (Jul - Jun), 2014",908709.874,157259.267,125679.789,44436.816,15010.173,8705.710,17294.264,12977.266,41303.317,486043.271,710922.210,224878.938
India,Andhra Pradesh,Prakasam,"Agriculture Year (Jul - Jun), 2014",1762600.000,459303.000,182393.000,153500.000,55858.000,3673.000,61369.000,160825.000,98345.000,587334.000,605169.000,17835.000
India,Andhra Pradesh,West Godavari,"Agriculture Year (Jul - Jun), 2011",844333.746,114394.668,120826.940,45016.187,14710.292,8734.266,14842.500,8081.743,26265.901,491461.249,717390.481,225929.232
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2011",1139100.000,161941.000,158373.000,34395.000,16752.000,27604.000,27486.000,42466.000,32412.000,637671.000,829312.000,191641.000
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2014",414537.000,394127.000,930.000,658.000,544.000,632.000,6306.000,1485.000,1333.000,8522.000,11415.000,2893.000
India,Arunachal Pradesh,Kra Daadi,"Agriculture Year (Jul - Jun), 2015",5671.000,0.000,277.000,427.000,312.000,456.000,1574.000,547.000,1261.000,817.000,1176.000,359.000
India,Arunachal Pradesh,Kamle,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Andhra Pradesh,Chittoor,"Agriculture Year (Jul - Jun), 2013",1515100.000,452018.000,157316.000,152700.000,33540.000,30561.000,46097.000,120944.000,150207.000,371717.000,417066.000,45349.000
India,Andhra Pradesh,Spsr Nellore,"Agriculture Year (Jul - Jun), 2012",1307600.000,262787.000,318789.000,80014.000,33086.000,6672.000,52821.000,108332.000,76957.000,368142.000,423138.000,54996.000
India,Andhra Pradesh,Kurnool,"Agriculture Year (Jul - Jun), 2016",1765800.000,340669.000,143374.000,127313.000,3178.000,1685.000,46039.000,70317.000,156384.000,876841.000,975197.000,98356.000
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2014",1346504.851,477544.995,162684.200,90148.335,24394.699,9029.042,18375.129,54082.819,48424.386,461821.246,713333.232,251511.986
India,Andhra Pradesh,East Godavari,"Agriculture Year (Jul - Jun), 2013",1185031.318,372675.136,158958.507,83874.575,22902.545,9669.711,17791.348,48028.594,23125.780,448005.122,727733.468,279728.346
India,Arunachal Pradesh,Lower Siang,"Agriculture Year (Jul - Jun), 2016",,,,,,,,,,,,
India,Andhra Pradesh,Y.S.R.,"Agriculture Year (Jul - Jun), 2014",1535900.000,500961.000,182108.000,221834.000,8957.000,6799.000,45819.000,98297.000,162793.000,308332.000,354734.000,46402.000
India,Andhra Pradesh,Spsr Nellore,"Agriculture Year (Jul - Jun), 2013",1307600.000,271899.000,313407.000,82857.000,34816.000,7129.000,43879.000,104619.000,115543.000,333451.000,374181.000,40730.000
India,Arunachal Pradesh,Kurung Kumey,"Agriculture Year (Jul - Jun), 2017",7088.000,0.000,338.000,523.000,382.000,533.000,1874.000,548.000,1441.000,1449.000,1685.000,236.000
India,Andhra Pradesh,Kurnool,"Agriculture Year (Jul - Jun), 2012",1765800.000,340669.000,141756.000,127313.000,3577.000,1856.000,47300.000,70934.000,114831.000,917564.000,998341.000,80777.000
India,Andhra Pradesh,Prakasam,"Agriculture Year (Jul - Jun), 2016",1762600.000,459303.000,183937.000,152781.000,55542.000,3638.000,58042.000,182070.000,120001.000,547286.000,562358.000,15072.000
India,Arunachal Pradesh,Shi Yomi,"Agriculture Year (Jul - Jun), 2016",,,,,,,,,,,,
India,Arunachal Pradesh,Changlang,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Arunachal Pradesh,Tawang,"Agriculture Year (Jul - Jun), 2014",169343.000,156548.000,597.000,725.000,391.000,1465.000,3206.000,1324.000,1033.000,4054.000,5546.000,1492.000
India,Arunachal Pradesh,Kra Daadi,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Andhra Pradesh,Visakhapatanam,"Agriculture Year (Jul - Jun), 2013",1116100.000,441166.000,109684.000,130405.000,2758.000,33328.000,10163.000,43055.000,59046.000,286495.000,368902.000,82407.000
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",36354.000,0.000,548.000,310.000,2109.000,5515.000,6372.000,11292.000,3240.000,6968.000,9195.000,2227.000
India,Arunachal Pradesh,Upper Siang,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Andhra Pradesh,Guntur,"Agriculture Year (Jul - Jun), 2012",1139100.000,161941.000,158373.000,34395.000,16752.000,27604.000,28368.000,44432.000,90823.000,576412.000,737015.000,160603.000
India,Andhra Pradesh,Vizianagaram,"Agriculture Year (Jul - Jun), 2013",653900.000,119303.000,77835.000,73003.000,5231.000,10535.000,4243.000,22584.000,78522.000,262644.000,357894.000,95250.000
India,Arunachal Pradesh,East Siang,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
India,Chhattisgarh,Kabirdham,"Agriculture Year (Jul - Jun), 2018",444705.000,189451.000,16579.000,9966.000,29006.000,67.000,3396.000,3461.000,5280.000,187499.000,279040.000,91541.000
India,Arunachal Pradesh,West Siang,"Agriculture Year (Jul - Jun), 2014",,,,,,,,,,,,
India,Assam,Kokrajhar,"Agriculture Year (Jul - Jun), 2017",331116.861,173668.236,15428.740,19391.723,15089.176,2652.198,2812.015,1903.193,1108.301,99063.280,158922.223,59858.943
